gender,birthyear,Province,news_canada_1,news_canada_2,news_canada_3,news_canada_4,news_canada_6,news_canada_7,news_canada_8,news_canada_9,news_canada_10,news_canada_11,news_canada_12,news_canada_13,news_canada_14,news_canada_15,news_canada_16,news_canada_17,news_canada_18,news_canada_19,news_canada_20,news_canada_21,news_canada_22,news_canada_23,news_canada_24,news_canada_25,news_canada_26,news_canada_27,news_canada_28,news_canada_29,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_7,news_trust_8,news_trust_9,news_trust_10,news_trust_11,news_trust_12,news_trust_13,news_trust_14,news_trust_15,news_trust_16,news_trust_17,news_trust_18,news_trust_19,news_trust_20,news_trust_21,news_trust_22,news_trust_23,news_trust_24,news_trust_25,news_trust_26,news_trust_27,news_trust_28,Q118_1,Q118_2,Q118_3,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,Q118_22,Q118_23,Q118_24,Q118_25,Q118_26,Q118_27,Q118_28,whenready_1,whenready_2,whenready_3,whenready_4,whenready_5,whenready_6,whenready_7,whenready_8,whenready_9,whenready_10,Q113,Q92,Q90,Q108,Q108_7_TEXT,Q104,Q104_19_TEXT,Q104_20_TEXT,Q88,Q98,Q96_1,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_12,Q96_13,Q96_14,Q96_15,Q96_16,Q96_17,Q96_17_TEXT,Q100,Q100_6_TEXT,Q117.1,Q102,Q110,Q112
Female,1977,Alberta,,,0,MacLeans,,The Globe and Mail ,,0,The Calgary Herald,,,0,,,,,,,,,CNN,0,,,,,,0,,,,Not sure,,Yes,,,Yes,,,,,,,,,,,,No,,,,,,,,,,,-99,,Left-leaning,,,Centrist,,,,,,,,,,,,Left-leaning,,,,,,,,"		In more than 6 months",Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months",Not applicable for me,Middle class,Secondary (high) school diploma or equivalency certificate,"$150,000 or over",Employed part-time,-99,"Other, please specify:",-99,non profit ,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Conservative Party led by Andrew Scheer,
Female,1972,Alberta,,The CBC,,MacLeans,,,0,0,The Calgary Herald,,,0,,,,,,,,,,,0,,,,0,0,,Yes,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,Left-leaning,,Right-leaning,,,,,Right-leaning,,,,,,,,,,,,,,,,,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months","		In 3-6 months",I am already ready or doing it ,Working class,"University certificate, diploma or degree above bachelor level","$75,000 to $100,000",Employed full-time,-99,Healthcare,-99,-99,Yes,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,NDP led by Jagmeet Singh,
Female,1953,Quebec,,The CBC,0,,,,0,0,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,0,,,,0,,0,,No,,,,,,,,,,,,,,,,Yes,No,Not sure,,,,,,,,,,Left-leaning,,,,,,,,,,,,,,,,Left-leaning,Left-leaning,Centrist,,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Poor class,Apprenticeship or trades certificate or diploma,"$25,000 to $50,000",Other,handicapée et retraitée,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Falling behind,Single,Bloc Quebecois led by Yves-Francois Blanchet,
Male,1970,BC,CTV News,The CBC,,MacLeans,,,The National Post,,,The Vancouver Sun,The Province,,,,,,,,,,,,,,The Economist,The Wall Street Journal,,0,Yes,Yes,,Yes,,,Yes,,,No,No,,,,,,,,,,,,,,Not sure,Yes,,,None/Impartial,None/Impartial,,None/Impartial,,,None/Impartial,,,Right-leaning,Right-leaning,,,,,,,,,,,,,,None/Impartial,None/Impartial,,,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,"		In 1-3 months",Not applicable for me,Not applicable for me,Not applicable for me,Poor class,Secondary (high) school diploma or equivalency certificate,"Under $25,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Separated,NDP led by Jagmeet Singh,
Male,1966,Quebec,,,0,0,,,The National Post,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,CNN,,,,,The Wall Street Journal,,0,,,,,,,No,No,,,,,,,,,,No,No,No,Yes,,,,,No,,,,,,,,,-99,-99,,,,,,,,,,-99,-99,-99,-99,,,,,-99,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In more than 6 months","		In more than 6 months",Not applicable for me,Middle class,"College, CEGEP or other non-university certificate or diploma","$50,000 to $75,000",Employed full-time,-99,Public service,-99,-99,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Canadien,French,-99,Getting ahead with some savings,Single,Conservative Party led by Andrew Scheer,
Male,1961,BC,0,The CBC,,0,,0,,,,The Vancouver Sun,0,,,,,,,,,,,,,0,0,,,0,,Yes,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,-99,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Middle class,"University certificate, diploma or degree above bachelor level","$75,000 to $100,000",Employed part-time,-99,Public service,-99,-99,No,Another country,0,0,0,0,0,0,0,0,0,0,0,0,0,I don't know,0,-99,English,-99,Getting ahead with some savings,Married,I did not vote,
Male,1998,Quebec,,,,0,,The Globe and Mail ,0,0,,,,,,,,,,0,0,0,,,The New York Times,,,The Wall Street Journal,,0,,,,,,Not sure,,,,,,,,,,,,,,,,,Not sure,,,Not sure,,,,,,,,-99,,,,,,,,,,,,,,,,,-99,,,-99,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Lower middle class,Secondary (high) school diploma or equivalency certificate,"Under $25,000",Student,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Single,I did not vote,
Male,1956,Alberta,,,0,,The Canadian Public Affairs Channel,The Globe and Mail ,,Toronto Star,The Calgary Herald,,,The Leader Post,,,,,,,,,,,,The Guardian,,The Wall Street Journal,,0,,,,,Not sure,Not sure,,Not sure,Not sure,,,Not sure,,,,,,,,,,,,Not sure,,Not sure,,,,,,,Left-leaning,-99,,-99,Centrist,,,Centrist,,,,,,,,,,,,-99,,Left-leaning,,,Not applicable for me,Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,Not applicable for me,"		In more than 6 months",Not applicable for me,"		In more than 6 months","		In more than 6 months",Lower middle class,Secondary (high) school diploma or equivalency certificate,"$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Divorced,Conservative Party led by Andrew Scheer,
Female,1953,Alberta,,0,0,,0,,0,,0,,,0,,,,,,,,,0,,,0,,,,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right-leaning,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Middle class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Retired,-99,,,,No,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Widowed,Conservative Party led by Andrew Scheer,
Male,2001,BC,CTV News,,0,,0,0,,,,The Vancouver Sun,0,,,,,,,,,,,0,,,,,0,0,Yes,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,None/Impartial,,,,,,,,,None/Impartial,,,,,,,,,,,,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,"		In 1-3 months",Not applicable for me,Not applicable for me,I am already ready or doing it ,Middle class,Secondary (high) school diploma or equivalency certificate,"$75,000 to $100,000",Student,-99,,,,No,Another country,0,0,0,0,0,0,0,0,Filipino,0,0,0,0,0,0,-99,Other:,Tagalog,Just getting by,Single,I did not vote,
Male,1951,BC,CTV News,The CBC,,MacLeans,,The Globe and Mail ,,,,The Vancouver Sun,The Province,,,,,,,,,,,0,,,,,The Huffington Post,0,Yes,Yes,,Yes,,Yes,,,,Yes,Yes,,,,,,,,,,,,,,,,Yes,,Centrist,None/Impartial,,Centrist,,Right-leaning,,,,Right-leaning,Centrist,,,,,,,,,,,,,,,,-99,,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,"		In 3-6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Lower middle class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Divorced,Liberal Party led by Justin Trudeau ,
Male,1951,BC,,,0,MacLeans,0,The Globe and Mail ,,,,0,The Province,,,,,,,,,,,Fox News,,,,,The Huffington Post,0,,,,Yes,,No,,,,,No,,,,,,,,,,,No,,,,,No,,,,,Centrist,,Left-leaning,,,,,Left-leaning,,,,,,,,,,,Right-leaning,,,,,Centrist,,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months",I am already ready or doing it ,Upper middle class,"University certificate, diploma or degree above bachelor level","$75,000 to $100,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Divorced,I did not vote,
Female,1948,Alberta,CTV News,,0,,,The Globe and Mail ,The National Post,,The Calgary Herald,,,The Leader Post,,,,,,,,,CNN,,,,0,,,0,Yes,,,,,Yes,Yes,,Yes,,,Not sure,,,,,,,,,Yes,,,,,,,,-99,,,,,-99,-99,,-99,,,-99,,,,,,,,,-99,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",Middle class,"College, CEGEP or other non-university certificate or diploma",don't know,Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Falling behind,Widowed,Conservative Party led by Andrew Scheer,
Male,1989,Quebec,0,,,0,0,,,0,,,,,,,,,,La Presse,0,Le Journal de Montreal / Le Journal de Quabec,,,,,0,0,,0,,,,,,,,,,,,,,,,,,Not sure,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,Centrist,,-99,,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I would prefer not to say,"College, CEGEP or other non-university certificate or diploma",don't know,Employed part-time,-99,"Trade-work, please specify:",Sécurité,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Just getting by,Single,Bloc Quebecois led by Yves-Francois Blanchet,
Male,1953,Alberta,CTV News,,The Hill Times,,,The Globe and Mail ,,Toronto Star,The Calgary Herald,,,0,,,,,,,,,CNN,,,,,The Wall Street Journal,,0,Not sure,,Not sure,,,Not sure,,Not sure,Not sure,,,,,,,,,,,,Not sure,,,,,Not sure,,,Centrist,,Right-leaning,,,Centrist,,Centrist,Right-leaning,,,,,,,,,,,,Left-leaning,,,,,Right-leaning,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months","		In 3-6 months",Not applicable for me,"		In more than 6 months","		In more than 6 months","		I don't foresee a time when I will be ready to do it again","		In more than 6 months",Lower middle class,Bachelor’s degree,"$25,000 to $50,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Divorced,Conservative Party led by Andrew Scheer,
Female,1990,Quebec,,,0,,0,,The National Post,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,,,The Economist,The Wall Street Journal,,0,,,,,,,Not sure,Not sure,,,,,,,,,,Not sure,Not sure,Not sure,,,,,Not sure,Not sure,,,,,,,,,Right-leaning,Right-leaning,,,,,,,,,,Centrist,Left-leaning,Right-leaning,,,,,-99,-99,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 3-6 months","		In 3-6 months",I am already ready or doing it ,Middle class,"University certificate, diploma or degree above bachelor level","$75,000 to $100,000",Employed part-time,-99,"Trade-work, please specify:",culture,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Getting ahead with some savings,Common-law,NDP led by Jagmeet Singh,
Female,1961,Quebec,CTV News,The CBC,,,,The Globe and Mail ,,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,CNN,,,0,,,,0,Yes,Yes,,,,Yes,,Yes,,,,,,,,,,Yes,Yes,Yes,Yes,,,,,,,,Left-leaning,Left-leaning,,,,Left-leaning,,Left-leaning,,,,,,,,,,Left-leaning,Left-leaning,Left-leaning,Left-leaning,,,,,,,,"		In more than 6 months",Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,I am already ready or doing it ,Not applicable for me,Upper class,Bachelor’s degree,"$100,000 to $150,000",Employed full-time,-99,Education or Social Services,-99,-99,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Québécoise,French,-99,Financially stable,Married,Bloc Quebecois led by Yves-Francois Blanchet,
Male,1952,Quebec,,,0,MacLeans,,The Globe and Mail ,,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,Fox News,,,,,0,0,,,,Not sure,,Not sure,,Not sure,,,,,,,,,,Not sure,Not sure,Not sure,,Not sure,,,,,,,,,,None/Impartial,,None/Impartial,,None/Impartial,,,,,,,,,,Right-leaning,Right-leaning,Right-leaning,,None/Impartial,,,,,,,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Middle class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Just getting by,Married,Green Party led by Elizabeth May ,
Female,1958,Quebec,,The CBC,0,,0,,,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,The New York Times,,0,,,0,,Not sure,,,,,,Not sure,,,,,,,,,,Not sure,Not sure,No,,,Not sure,,,,,,,-99,,,,,,-99,,,,,,,,,,-99,-99,-99,,,-99,,,,,,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months",Not applicable for me,I am already ready or doing it ,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Working class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Employed full-time,-99,Prefer not to say,-99,-99,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Getting ahead with some savings,Married,I did not vote,
Female,1957,Alberta,,The CBC,,0,,0,The National Post,,0,,,0,,,,,,,,,,,0,0,,,,0,,Yes,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,Right-leaning,,,,,Right-leaning,,,,,,,,,,,,,,,,,,,,,,"		In more than 6 months",Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,"		In 1-3 months",I am already ready or doing it ,"		In more than 6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared",Upper middle class,"No certificate, diploma or degree","$100,000 to $150,000",Employed part-time,-99,Hospitality/Service industry,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Common-law,Conservative Party led by Andrew Scheer,
Male,1954,Alberta,CTV News,The CBC,,,The Canadian Public Affairs Channel,,,Toronto Star,The Calgary Herald,,,The Leader Post,,,,,,,,,,,,,The Economist,The Wall Street Journal,,0,Yes,Yes,,,Yes,,,Yes,No,,,No,,,,,,,,,,,,,Yes,No,,,Centrist,Centrist,,,None/Impartial,,,Centrist,Right-leaning,,,Right-leaning,,,,,,,,,,,,,Right-leaning,Right-leaning,,,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 3-6 months",Middle class,"College, CEGEP or other non-university certificate or diploma","$75,000 to $100,000",Employed part-time,-99,Public service,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,NDP led by Jagmeet Singh,
Female,1985,Quebec,,The CBC,,0,,0,,0,,,,,,,,,,0,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,0,0,,,,0,,Not sure,,,,,,,,,,,,,,,,,Not sure,Not sure,,,,,,,,,,None/Impartial,,,,,,,,,,,,,,,,,None/Impartial,None/Impartial,,,,,,,,,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",Upper middle class,"College, CEGEP or other non-university certificate or diploma","$100,000 to $150,000",Employed full-time,-99,Public service,-99,-99,Yes,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Ireland ,French,-99,Financially stable,I do not wish to say,I don't remember,
Female,1957,Quebec,,,0,0,0,The Globe and Mail ,,,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,CNN,,,,,,0,0,,,,,,Not sure,,,,,,,,,,,,No,Not sure,No,Not sure,,,,,,,,,,,,,-99,,,,,,,,,,,,-99,-99,-99,-99,,,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		In more than 6 months",Upper middle class,Apprenticeship or trades certificate or diploma,"$75,000 to $100,000",Employed part-time,-99,"Trade-work, please specify:",comptabilité,-99,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Getting ahead with some savings,Common-law,Liberal Party led by Justin Trudeau ,
Female,1952,BC,CTV News,,0,MacLeans,0,,,,,The Vancouver Sun,The Province,,,,,,,,,,CNN,,,,,,The Huffington Post,0,Yes,,,Yes,,,,,,Yes,Yes,,,,,,,,,,Not sure,,,,,,Not sure,,-99,,,-99,,,,,,-99,-99,,,,,,,,,,-99,,,,,,-99,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,"		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Working class,"College, CEGEP or other non-university certificate or diploma","Under $25,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Widowed,NDP led by Jagmeet Singh,
Male,1944,Alberta,,,0,,0,The Globe and Mail ,The National Post,,The Calgary Herald,,,0,,,,,,,,,,,,,0,The Wall Street Journal,,0,,,,,,Yes,Yes,,Yes,,,,,,,,,,,,,,,,,Yes,,,,,,,,Right-leaning,Right-leaning,,None/Impartial,,,,,,,,,,,,,,,,,Right-leaning,,,Not applicable for me,Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Middle class,"College, CEGEP or other non-university certificate or diploma","$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Green Party led by Elizabeth May ,
Male,1969,BC,CTV News,,,0,,0,,0,,0,0,,,,,,,,,,,,,0,0,,,0,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,Right-leaning,,,,,,,,,,,,,,,,,,,,,,,,,,,,"		In 1-3 months","		In 3-6 months","		In 1-3 months","		In 3-6 months","		In 3-6 months","		In 3-6 months",I am already ready or doing it ,"		In 3-6 months","		In 3-6 months",I am already ready or doing it ,Upper middle class,Bachelor’s degree,"$150,000 or over",Employed full-time,-99,Management (non-government) or business,-99,-99,No,Another country,0,0,0,0,0,West Central Asia and Middle East,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Separated,Liberal Party led by Justin Trudeau ,
Female,1968,Quebec,,,,0,,0,0,0,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,0,,0,,,,0,,,,,,,,,,,,,,,,,,Not sure,Not sure,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,-99,-99,-99,,,,,,,,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Not applicable for me,Not applicable for me,Middle class,Apprenticeship or trades certificate or diploma,"$75,000 to $100,000",Retired,-99,,,,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Financially stable,Common-law,Liberal Party led by Justin Trudeau ,
Female,1981,Quebec,,The CBC,0,0,,,,0,,,,,,,,,,La Presse,0,Le Journal de Montreal / Le Journal de Quabec,,,,,0,,The Huffington Post,0,,Not sure,,,,,,,,,,,,,,,,Not sure,,No,,,,,,,No,,,-99,,,,,,,,,,,,,,,,-99,,-99,,,,,,,-99,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,Not applicable for me,"		In 1-3 months",Not applicable for me,Not applicable for me,I am already ready or doing it ,Poor class,Secondary (high) school diploma or equivalency certificate,"Under $25,000",Homemaker/stay-at-home parent,-99,,,,Yes,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Just getting by,Common-law,NDP led by Jagmeet Singh,
Female,1966,Quebec,,The CBC,,0,0,0,,,,,,,,,,,,La Presse,0,0,,,,0,,,0,0,,Yes,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,Right-leaning,,,,,,,,,,,,,,,,Right-leaning,,,,,,,,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",Not applicable for me,"		In more than 6 months","		In more than 6 months","		In more than 6 months",Not applicable for me,Upper middle class,"College, CEGEP or other non-university certificate or diploma","$50,000 to $75,000",Employed full-time,-99,Factory work,-99,-99,Yes,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,French,-99,Getting ahead with some savings,Single,Bloc Quebecois led by Yves-Francois Blanchet,
Male,1955,Alberta,CTV News,The CBC,0,,0,,,,The Calgary Herald,,,0,,,,,,,,,CNN,,,,,,0,0,Yes,Yes,,,,,,,Yes,,,,,,,,,,,,Yes,,,,,,,,None/Impartial,None/Impartial,,,,,,,None/Impartial,,,,,,,,,,,,None/Impartial,,,,,,,,Not applicable for me,Not applicable for me,"		In more than 6 months","		In more than 6 months",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,"		In more than 6 months","		In more than 6 months","		In more than 6 months",Middle class,Apprenticeship or trades certificate or diploma,"$25,000 to $50,000",Retired,-99,,,,No,Another country,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,Other:,Chinese,Financially stable,Married,Liberal Party led by Justin Trudeau ,
Female,1980,BC,,The CBC,,,,The Globe and Mail ,The National Post,0,,The Vancouver Sun,The Province,,,,,,,,,,,,0,,,,0,0,,Yes,,,,Yes,Yes,,,Yes,Yes,,,,,,,,,,,,,,,,,,,-99,,,,-99,-99,,,-99,-99,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,Upper middle class,"University certificate, diploma or degree at bachelor level or above","$150,000 or over",Employed part-time,-99,"Other, please specify:",-99,unemployment,Yes,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,white,English,-99,Just getting by,Widowed,NDP led by Jagmeet Singh,
