gender,birthyear,Province,news_canada_1,news_canada_2,news_canada_3,news_canada_4,news_canada_6,news_canada_7,news_canada_8,news_canada_9,news_canada_10,news_canada_11,news_canada_12,news_canada_13,news_canada_14,news_canada_15,news_canada_16,news_canada_17,news_canada_18,news_canada_19,news_canada_20,news_canada_21,news_canada_22,news_canada_23,news_canada_24,news_canada_25,news_canada_26,news_canada_27,news_canada_28,news_canada_29,news_trust_1,news_trust_2,news_trust_3,news_trust_4,news_trust_5,news_trust_6,news_trust_7,news_trust_8,news_trust_9,news_trust_10,news_trust_11,news_trust_12,news_trust_13,news_trust_14,news_trust_15,news_trust_16,news_trust_17,news_trust_18,news_trust_19,news_trust_20,news_trust_21,news_trust_22,news_trust_23,news_trust_24,news_trust_25,news_trust_26,news_trust_27,news_trust_28,Q118_1,Q118_2,Q118_3,Q118_4,Q118_5,Q118_6,Q118_7,Q118_8,Q118_9,Q118_10,Q118_11,Q118_12,Q118_13,Q118_14,Q118_15,Q118_16,Q118_17,Q118_18,Q118_19,Q118_20,Q118_21,Q118_22,Q118_23,Q118_24,Q118_25,Q118_26,Q118_27,Q118_28,whenready_1,whenready_2,whenready_3,whenready_4,whenready_5,whenready_6,whenready_7,whenready_8,whenready_9,whenready_10,Q113,Q92,Q90,Q108,Q108_7_TEXT,Q104,Q104_19_TEXT,Q104_20_TEXT,Q88,Q98,Q96_1,Q96_4,Q96_5,Q96_6,Q96_7,Q96_8,Q96_9,Q96_10,Q96_11,Q96_12,Q96_13,Q96_14,Q96_15,Q96_16,Q96_17,Q96_17_TEXT,Q100,Q100_6_TEXT,Q117.1,Q102,Q110,Q112
Female,1957,NovaScotia,CTV News,The CBC,,,0,0,,,,,,,,,,,The Halifax Herald,,,,,,,0,0,,,,Yes,Yes,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,None/Impartial,None/Impartial,,,,,,,,,,,,,,,None/Impartial,,,,,,,,,,,,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		In 1-3 months","		I don't foresee a time when I will be ready to do it again","		In 1-3 months",Not applicable for me,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Lower middle class,Secondary (high) school diploma or equivalency certificate,"$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Liberal Party led by Justin Trudeau ,
Male,1958,Ontario,,,The Hill Times,,0,The Globe and Mail ,,0,,,,,,,,,,,,,,,,,The Economist,,0,,,,Yes,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,None/Impartial,,,None/Impartial,,,,,,,,,,,,,,,,,,,None/Impartial,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		In 1-3 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months",Middle class,"University certificate, diploma or degree above bachelor level","$150,000 or over",Employed part-time,-99,Computers & Technology,-99,-99,Yes,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Liberal Party led by Justin Trudeau ,The Progressive Conservative Party led by Doug Ford
Female,2002,Ontario,,,0,0,0,The Globe and Mail ,,0,,,,,,,,,,,,,CNN,,The New York Times,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,Not sure,,Yes,,,,,,,,,,,-99,,,,,,,,,,,,,,,-99,,-99,,,,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months",Lower middle class,"No certificate, diploma or degree","Under $25,000",Employed part-time,-99,"Other, please specify:",-99,Fast food,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Single,I did not vote,I did not vote
Female,1961,Quebec,CTV News,,0,0,0,,,,,,,,,,,,,0,0,0,,Fox News,,,,0,,,Yes,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,"		In 1-3 months","		In 1-3 months","		In 1-3 months",I am already ready or doing it ,Middle class,Apprenticeship or trades certificate or diploma,"$25,000 to $50,000",Employed part-time,-99,"Other, please specify:",-99,Financial ,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Divorced,Liberal Party led by Justin Trudeau ,
Male,1946,Ontario,,The CBC,,MacLeans,The Canadian Public Affairs Channel,,,Toronto Star,,,,,,,,,,,,,,Fox News,,,,,The Huffington Post,,,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,No,,,,,Yes,,,Left-leaning,,Centrist,None/Impartial,,,Left-leaning,,,,,,,,,,,,,,Right-leaning,,,,,Left-leaning,,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Middle class,Bachelor’s degree,"$100,000 to $150,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Married,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Female,1942,Saskatchewan,CTV News,The CBC,0,,,The Globe and Mail ,,,,,,,,,,,,,,,,,,,The Economist,The Wall Street Journal,,,Yes,Yes,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,Yes,,,None/Impartial,None/Impartial,,,,Right-leaning,,,,,,,,,,,,,,,,,,,None/Impartial,None/Impartial,,,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months","		I don't foresee a time when I will be ready to do it again","		In 3-6 months",Not applicable for me,I am already ready or doing it ,"		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",Working class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,Other:,Ukrainian ,Financially stable,Widowed,NDP led by Jagmeet Singh,
Male,1956,Ontario,CTV News,0,,0,,,0,0,,,,,,,,,,,,,CNN,,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,No,,,,,,,,Centrist,,,,,,,,,,,,,,,,,,,,Right-leaning,,,,,,,,"		In 3-6 months","		In more than 6 months","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		In 1-3 months","		In 1-3 months","		In 3-6 months","		In 3-6 months","		In 3-6 months","		In 1-3 months",Upper middle class,"University certificate, diploma or degree above bachelor level","$100,000 to $150,000",Employed full-time,-99,Computers & Technology,-99,-99,Yes,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Divorced,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Female,1966,Quebec,,The CBC,0,0,,0,,,,,,,,,,,,0,0,0,CNN,,0,,,,,,,Yes,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,Left-leaning,,,,,,,,,,,,,,,,,,,None/Impartial,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,I would prefer not to say,"College, CEGEP or other non-university certificate or diploma","Under $25,000",Other,"Disabled, unable to work",,,,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,North American,English,-99,Just getting by,Single,Liberal Party led by Justin Trudeau ,
Female,1978,Ontario,CTV News,The CBC,,,,,The National Post,Toronto Star,,,,,,,,,,,,,,Fox News,The New York Times,,,,,,Yes,Yes,,,,,Not sure,Not sure,,,,,,,,,,,,,,Yes,Not sure,,,,,,-99,-99,,,,,-99,-99,,,,,,,,,,,,,,-99,-99,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,"		In 1-3 months","		In more than 6 months","		In more than 6 months","		In more than 6 months","		In 1-3 months",Upper middle class,Secondary (high) school diploma or equivalency certificate,"$75,000 to $100,000",Employed part-time,-99,Education or Social Services,-99,-99,Yes,Canada,0,0,0,African ,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Common-law,Liberal Party led by Justin Trudeau ,The New Democratic Party led by Andrea Horwath
Female,1967,Quebec,,,0,0,,,0,0,,,,,,,,,,0,0,Le Journal de Montreal / Le Journal de Quabec,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Working class,"College, CEGEP or other non-university certificate or diploma","$25,000 to $50,000",Homemaker/stay-at-home parent,-99,,,,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,blanc,French,-99,Just getting by,Married,I did not vote,
Female,1954,Quebec,CTV News,The CBC,0,0,,,,,,,,,,,,,,0,0,0,,0,0,,,,,,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,Not applicable for me,Not applicable for me,I am already ready or doing it ,Not applicable for me,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,Not applicable for me,"		I don't foresee a time when I will be ready to do it again",Poor class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Widowed,Liberal Party led by Justin Trudeau ,
Female,1988,Ontario,CTV News,,0,MacLeans,0,,,Toronto Star,,,,,,,,,,,,,CNN,,,,,,The Huffington Post,,Yes,,,Yes,,,,Yes,,,,,,,,,,,,,Yes,,,,,,Yes,,-99,,,-99,,,,-99,,,,,,,,,,,,,-99,,,,,,-99,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,I am already ready or doing it ,Middle class,"University certificate, diploma or degree above bachelor level","$100,000 to $150,000",Employed full-time,-99,Public service,-99,-99,No,Another country,0,0,0,0,0,0,0,Chinese,0,0,0,0,0,0,0,-99,Other:,Mandarin,Financially stable,Single,Liberal Party led by Justin Trudeau ,The Progressive Conservative Party led by Doug Ford
Female,1975,Alberta,,0,,0,,,The National Post,0,0,,,0,,,,,,,,,,,,0,0,,,,,,,,,,Not sure,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,"		In 3-6 months","		In 3-6 months",Not applicable for me,I am already ready or doing it ,I am already ready or doing it ,Not applicable for me,Not applicable for me,Not applicable for me,Working class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Employed full-time,-99,Oil and gas,-99,-99,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Canadian,English,-99,Falling behind,Single,Conservative Party led by Andrew Scheer,
Female,1988,Manitoba,,,0,MacLeans,,The Globe and Mail ,0,,,,,,The Winnipeg Free Press,,,,,,,,,Fox News,The New York Times,,,,,,,,,Yes,,Not sure,,,,,,,Yes,,,,,,,,,No,Yes,,,,,,,,,Left-leaning,,Centrist,,,,,,,Centrist,,,,,,,,,Right-leaning,Centrist,,,,,,"		I don't foresee a time when I will be ready to do it again",Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,"		In 3-6 months","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In more than 6 months",Middle class,Secondary (high) school diploma or equivalency certificate,"$25,000 to $50,000",Employed full-time,-99,Computers & Technology,-99,-99,No,Canada,"North America, i.e. First Nations, Inuit, Métis",0,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English and French,-99,Getting ahead with some savings,Single,I did not vote,
Female,1949,Ontario,CTV News,,0,,,0,0,0,,,,,,,,,,,,,,0,,0,,,,,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not applicable for me,Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again",Middle class,Bachelor’s degree,"$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Divorced,Liberal Party led by Justin Trudeau ,The Ontario Liberal Party led by Kathleen Wynne
Male,1959,Quebec,,,0,MacLeans,,,The National Post,Toronto Star,,,,,,,,,,La Presse,Le Devoir,Le Journal de Montreal / Le Journal de Quabec,,,,The Guardian,,The Wall Street Journal,,,,,,Not sure,,,Not sure,Not sure,,,,,,,,,,Not sure,Not sure,Not sure,,,,Not sure,,Not sure,,,,,,-99,,,-99,Right-leaning,,,,,,,,,,Right-leaning,-99,Right-leaning,,,,-99,,-99,,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		In 1-3 months",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Upper middle class,Bachelor’s degree,"$75,000 to $100,000",Retired,-99,,,,No,Another country,0,0,0,0,Caribbean ,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Getting ahead with some savings,Married,I did not vote,
Male,1943,BC,CTV News,The CBC,,,,The Globe and Mail ,,Toronto Star,,The Vancouver Sun,The Province,,,,,,,,,,,,,,,The Wall Street Journal,The Huffington Post,,Yes,Yes,,,,Yes,,Not sure,,Not sure,Not sure,,,,,,,,,,,,,,,No,Yes,,Centrist,Centrist,,,,Centrist,,-99,,-99,-99,,,,,,,,,,,,,,,Centrist,Centrist,,"		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared","		When a vaccine will be ready or the virus will have disappeared",I am already ready or doing it ,Not applicable for me,"		In more than 6 months",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,Middle class,University certificate or diploma below bachelor level,"$75,000 to $100,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,-99,NDP led by Jagmeet Singh,
Female,1989,Ontario,CTV News,The CBC,,,The Canadian Public Affairs Channel,,The National Post,Toronto Star,,,,,,,,,,,,,,Fox News,,,The Economist,,,,Yes,Yes,,,No,,Yes,Yes,,,,,,,,,,,,,,Yes,,,Yes,,,,Right-leaning,Right-leaning,,,Right-leaning,,Right-leaning,Right-leaning,,,,,,,,,,,,,,Right-leaning,,,Right-leaning,,,,"		In more than 6 months","		In more than 6 months","		In more than 6 months","		In more than 6 months",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,Working class,Bachelor’s degree,"$25,000 to $50,000",Employed full-time,-99,Public service,-99,-99,No,Another country,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Single,Conservative Party led by Andrew Scheer,I did not vote
Male,1953,Saskatchewan,CTV News,,,,,0,0,0,,,,,,,,,,,,,0,,0,,,,,,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Not applicable for me,Middle class,Apprenticeship or trades certificate or diploma,"$50,000 to $75,000",Retired,-99,,,,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Just getting by,Married,Conservative Party led by Andrew Scheer,
Female,1956,BC,,,0,0,0,,The National Post,,,The Vancouver Sun,The Province,,,,,,,,,,,,,,,The Wall Street Journal,The Huffington Post,,,,,,,,Yes,,,Yes,Yes,,,,,,,,,,,,,,,Yes,Yes,,,,,,,,-99,,,-99,-99,,,,,,,,,,,,,,,-99,-99,,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,Not applicable for me,"		In 1-3 months","		When a vaccine will be ready or the virus will have disappeared",Not applicable for me,"		When a vaccine will be ready or the virus will have disappeared",Poor class,Secondary (high) school diploma or equivalency certificate,"Under $25,000",Other,Disability ,,,,No,Canada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other:,Canadian ,English,-99,Just getting by,Single,Liberal Party led by Justin Trudeau ,
Male,1971,Ontario,CTV News,The CBC,,MacLeans,The Canadian Public Affairs Channel,,,Toronto Star,,,,,,,,,,,,,,Fox News,,,,,The Huffington Post,,Yes,Yes,,Yes,Yes,,,Yes,,,,,,,,,,,,,,No,,,,,No,,Right-leaning,Left-leaning,,Left-leaning,None/Impartial,,,Right-leaning,,,,,,,,,,,,,,Right-leaning,,,,,Left-leaning,,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again",I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,I am already ready or doing it ,"		I don't foresee a time when I will be ready to do it again","		I don't foresee a time when I will be ready to do it again",Middle class,Bachelor’s degree,"$75,000 to $100,000",Employed full-time,-99,Computers & Technology,-99,-99,No,Canada,0,Europe,0,0,0,0,0,0,0,0,0,0,0,0,0,-99,English,-99,Financially stable,Single,I did not vote,I did not vote
